0x00000000,globals\cache_file_global_tags
0x0000037E,objects\weapons\lod\shaders\lod_frag_grenade
0x0000037F,objects\weapons\lod\bitmaps\h_nade
0x00000380,shaders\shader_templates\_0_0_1_0_0_0_0_0_0_0
0x000003AA,shaders\decal
0x000003AC,fx\decals\impact_explosion\_bitmaps\impact_tough_terrain_explosion
0x000003AE,fx\decals\_bitmaps\blast_scorch_medium
0x000003B3,shaders\decal_options\global_decal_options
0x000003B4,shaders\decal_options\albedo_diffuse_only
0x000003B5,shaders\decal_options\albedo_palettized
0x000003B6,shaders\decal_options\albedo_palettized_plus_alpha
0x000003B7,shaders\decal_options\albedo_diffuse_plus_alpha
0x000003B8,shaders\decal_options\albedo_emblem_change_color
0x000003B9,shaders\decal_options\albedo_change_color
0x000003BA,shaders\decal_options\albedo_diffuse_plus_alpha_mask
0x000003BB,shaders\decal_options\albedo_palettized_plus_alpha_mask
0x000003BC,shaders\decal_options\albedo_vector_alpha
0x000003BD,shaders\decal_options\albedo_vector_alpha_drop_shadow
0x000003BE,shaders\decal_options\specular_modulate
0x000003BF,shaders\decal_options\bump_mapping_standard
0x000003C0,shaders\decal_options\bump_mapping_standard_mask
0x000003C1,shaders\decal_options\tinting_unmodulated
0x000003C2,shaders\decal_options\tinting_partially_unmodulated
0x000003C3,shaders\decal_options\tinting_fully_unmodulated
0x000003C4,shaders\decal_shared_pixel_shaders
0x000003C5,shaders\decal_shared_vertex_shaders
0x000003C6,fx\particles\material\_bitmaps\burst_spray
0x000003CB,fx\particles\material\_bitmaps\impact_spray_large
0x000003E2,fx\particles\energy\_bitmaps\electric_arcs
0x000003E5,fx\particles\_gradients\plasma_blue_01
0x000003EF,fx\particles\models\debris\concrete_chunks_small\_bitmaps\concrete_chunks_small
0x000003F8,fx\particles\material\_bitmaps\concrete_chips
0x00000400,fx\decals\impact_explosion\_bitmaps\impact_hard_metal_explosion
0x00000406,fx\decals\impact_explosion\_bitmaps\impact_hard_metal_thin_explosion
0x00000407,fx\particles\energy\_bitmaps\spark_ember
0x0000040A,fx\decals\impact_bullet\_bitmaps\impact_hard_terrain_large
0x0000040B,fx\decals\impact_bullet\_bitmaps\impact_hard_terrain_large_bump
0x0000040C,fx\decals\_bitmaps\blast_scorch_ring
0x00000412,fx\decals\impact_explosion\_bitmaps\impact_hard_terrain_concrete_explosion
0x00000413,fx\decals\impact_explosion\_bitmaps\impact_hard_terrain_concrete_explosion_bump
0x00000423,fx\particles\models\debris\generic_clumps\_bitmaps\fx_snow_clumps
0x00000429,fx\particles\material\_bitmaps\dirt_clumps
0x00000435,fx\decals\impact_explosion\_bitmaps\impact_soft_terrain_explosion
0x00000436,fx\decals\impact_explosion\_bitmaps\impact_soft_terrain_explosion_bump
0x00000438,fx\particles\material\_bitmaps\impact_crest_large
0x0000043C,fx\particles\atmospheric\_bitmaps\smoke_directional_large
0x00000442,fx\particles\_gradients\decal_snow
0x00000451,fx\particles\material\_bitmaps\fluid_sheet_large
0x00000469,fx\particles\models\debris\generic_clumps\_bitmaps\fx_generic_clumps
0x00000477,fx\particles\material\_bitmaps\wood_chips
0x0000048C,fx\particles\material\_bitmaps\fluid_burst_small
0x0000049A,fx\decals\impact_bullet\_bitmaps\impact_tough_terrain_medium
0x0000049B,fx\decals\impact_bullet\_bitmaps\impact_tough_terrain_medium_bump
0x000004AA,fx\particles\material\_bitmaps\impact_burst_large
0x000004C5,fx\lens_flares\_bitmaps\simple_flare
0x000004C6,fx\particles\atmospheric\_bitmaps\rolling_smoke_plate
0x000004C7,fx\particles\_gradients\explosion_animated
0x000004F6,objects\weapons\lod\lod_plasma_grenade\lod_plasma_grenade
0x00000503,objects\weapons\lod\shaders\lod_plasma_grenade
0x00000504,objects\weapons\lod\bitmaps\plasma_nade
0x00000515,fx\particles\flare\_bitmaps\light_spike
0x0000051D,fx\particles\_gradients\plasma_blue_animated_01
0x0000052A,shaders\contrail
0x0000052F,shaders\contrail_options\global_contrail_options
0x00000530,shaders\contrail_options\albedo_diffuse_only
0x00000531,shaders\contrail_options\albedo_palettized
0x00000532,shaders\contrail_options\albedo_palettized_plus_alpha
0x00000533,shaders\contrail_shared_pixel_shaders
0x00000534,shaders\contrail_shared_vertex_shaders
0x00000547,fx\decals\_bitmaps\plasma_impact_medium
0x00000550,fx\material_effects\objects\weapons\claymore_grenade
0x00000551,objects\weapons\grenade\claymore_grenade\damage_effects\claymore_grenade_explosion
0x00000552,objects\weapons\grenade\claymore_grenade\fx\detonation_equipment
0x00000553,sound\weapons\claymore_grenade\claymore_ammo
0x00000561,objects\weapons\lod\bitmaps\brute_nade
0x00000588,fx\particles\energy\_bitmaps\fire_large_vertical
0x00000589,fx\particles\_gradients\fire_01
0x0000058A,fx\particles\_gradients\explosion_brute_animated
0x0000059A,shaders\light_volume_options\global_light_volume
0x0000059B,shaders\light_volume_options\albedo_diffuse_only
0x0000059C,shaders\light_volume_shared_pixel_shaders
0x0000059D,shaders\light_volume_shared_vertex_shaders
0x000005E1,fx\decals\impact_bullet\_bitmaps\impact_default
0x000005E5,fx\decals\impact_bullet\_bitmaps\impact_brittle_medium
0x000005E6,fx\decals\impact_bullet\_bitmaps\impact_brittle_medium_bump
0x000005EF,fx\particles\_gradients\explosion_plasma_animated
0x000005F5,fx\decals\impact_bullet\_bitmaps\impact_hard_terrain_medium
0x000005FA,fx\decals\impact_bullet\_bitmaps\impact_hard_metal_medium
0x000005FB,fx\decals\impact_bullet\_bitmaps\impact_hard_metal_medium_bump
0x0000060A,fx\decals\blood_splats\_bitmaps\decal_blood_small
0x00000612,fx\particles\_gradients\blood_grunt
0x0000061D,fx\decals\blood_splats\_bitmaps\decal_blood_medium
0x0000062D,fx\decals\impact_bullet\_bitmaps\impact_hard_terrain_medium_bump
0x0000062F,fx\decals\impact_bullet\_bitmaps\impact_hard_terrain_concrete_medium
0x00000630,fx\decals\impact_bullet\_bitmaps\impact_hard_terrain_concrete_medium_bump
0x00000633,fx\decals\impact_bullet\_bitmaps\impact_soft_medium
0x00000638,fx\particles\_gradients\fluid_flood
0x0000063A,fx\decals\blood_splats\_bitmaps\decal_blood_thick_medium
0x0000063C,fx\decals\blood_splats\_bitmaps\decal_blood_thick_medium_bump
0x00000646,fx\particles\_gradients\blood_bugger
0x00000657,fx\particles\models\debris\hunter_worms\_bitmaps\hunter_worms
0x0000065C,fx\particles\_gradients\bloodsplat_hunter_dark
0x00000665,fx\decals\impact_bullet\_bitmaps\impact_tough_organic_wood_large
0x0000068A,fx\particles\weather\_bitmaps\flood_spore
0x0000068F,fx\particles\material\_bitmaps\fragments_grass
0x00000696,fx\particles\models\weapons\brute_spike\_bitmaps\spike
0x000006B5,sound\weapons\equipment\equipment_pickup
0x000006D5,fx\contrails\_bitmaps\flaming_trail
0x000006D8,objects\weapons\lod\bitmaps\lod_firebomb
0x000006EE,fx\decals\_bitmaps\napalm_splat_large
0x00000703,fx\particles\_gradients\fire_02
0x00000708,fx\decals\_bitmaps\napalm_splat_small
0x00000709,ui\ui_shared_globals
0x0000070A,multiplayer\game_variant_settings\multiplayer_editable_settings
0x0000071D,fx\decals\blood_splats\_bitmaps\decal_blood_medium
0x0000074F,ui\halox\game_browser\game_browser_search_criteria
0x00000750,ui\halox\game_browser\game_browser_search_criteria_language
0x00000751,ui\halox\game_browser\game_browser_search_criteria_gamerzone
0x00000752,ui\halox\game_browser\game_browser_search_criteria_experience
0x00000753,ui\halox\game_browser\game_browser_search_criteria_game_mode
0x00000754,ui\halox\game_browser\game_browser_search_criteria_game_size
0x00000755,ui\halox\game_browser\game_browser_search_criteria_game_rules
0x00000756,ui\halox\game_browser\game_browser_search_criteria_map_size
0x0000075B,ui\halox\start_menu\start_menu_background
0x0000075D,ui\halox\alert\burst
0x00000789,ui\halox\main_menu\mainmenu_list
0x0000078C,ui\halox\main_menu\mainmenu_bkd
0x0000078D,ui\halox\main_menu\bottom_gradient_ui
0x00000790,ui\halox\common\common_bitmaps\black_fade_ui
0x00000791,ui\halox\main_menu\halo3_logo_ui
0x00000792,ui\halox\main_menu\bungielogo
0x00000795,ui\halox\main_menu\main_menu_list
0x00000798,ui\halox\common\standard_list\black_bar
0x000007B7,ui\halox\start_menu\animations\panes
0x000007B8,ui\halox\start_menu\start_menu_top
0x000007BA,ui\halox\start_menu\ring_o_light
0x000007BB,ui\halox\start_menu\player_gradient
0x000007D1,ui\halox\start_menu\panes\game_campaign\sidebar_items
0x000007D2,ui\halox\start_menu\start_menu_pane
0x000007D6,ui\halox\start_menu\tab_hq_ui
0x000007D7,ui\halox\start_menu\uooper_shadow_ui
0x000007D8,ui\halox\common\common_bitmaps\third_column
0x000007E6,ui\halox\start_menu\sidebar_list
0x000007E7,ui\halox\start_menu\sidebar_list
0x000007E8,ui\halox\start_menu\animations\sidebar\sidebar_item0
0x000007E9,ui\halox\start_menu\animations\sidebar\sidebar_item1
0x000007EA,ui\halox\start_menu\animations\sidebar\sidebar_item2
0x000007EB,ui\halox\start_menu\animations\sidebar\sidebar_item3
0x000007EC,ui\halox\start_menu\animations\sidebar\sidebar_item4
0x000007ED,ui\halox\start_menu\animations\sidebar\sidebar_item5
0x000007EE,ui\halox\start_menu\animations\sidebar\sidebar_item6
0x00000812,ui\halox\global_animations\animation_collections\standard_list
0x00000813,ui\halox\start_menu\animations\start_list_bitmaps
0x00000820,ui\halox\start_menu\panes\game_multiplayer\sidebar_items
0x00000821,ui\halox\common\teams
0x00000825,ui\halox\common\spinner_list\left_arrow
0x00000826,ui\halox\common\spinner_list\right_arrow
0x0000082C,ui\halox\start_menu\panes\common\spinner\left_arrow
0x0000082D,ui\halox\start_menu\panes\common\spinner\left_arrow
0x00000844,ui\halox\start_menu\panes\common\spinner\right_arrow
0x00000845,ui\halox\start_menu\panes\common\spinner\right_arrow
0x0000084E,ui\halox\start_menu\panes\settings\sidebar_items
0x0000084F,ui\halox\start_menu\shadow_ui
0x00000852,ui\halox\start_menu\panes\template_pane_simple
0x00000853,ui\halox\start_menu\panes\settings\settings_ui
0x0000085B,ui\halox\start_menu\panes\hq_service_record_file_share\empty_screen_ui
0x00000860,ui\halox\start_menu\panes\hq_screenshots\invalid_screen_ui
0x0000086A,ui\halox\pregame_lobby\selection\up_arrow
0x0000086B,ui\halox\game_browser\arrows
0x00000874,ui\halox\pregame_lobby\selection\down_arrow
0x0000087A,ui\halox\main_menu\animations\mainmenu_fade
0x0000087C,ui\halox\alert\toast_bkd_ui
0x0000087E,ui\halox\in_progress\outer_ring_ui
0x00000880,ui\halox\in_progress\middle_ring_ui
0x00000882,ui\halox\in_progress\inner_ring_ui
0x0000088F,ui\halox\start_menu\panes\hq_screenshots\start_menu_hq_screenshots_option
0x00000891,ui\halox\alert\alert_bkd
0x00000896,ui\halox\start_menu\panes\hq\sidebar_items
0x00000897,ui\halox\start_menu\panes\hq\headquarters
0x00000898,ui\halox\start_menu\panes\hq\bunpro_uui
0x00000899,ui\halox\common\common_bitmaps\dark_gradient_ui
0x000008AC,ui\halox\start_menu\panes\hq_service_record_file_share\game_types_sm_ui
0x000008AD,ui\halox\start_menu\panes\hq_service_record_file_share\game_types_lg_ui
0x000008B5,ui\halox\start_menu\panes\hq_service_record\insignia_training
0x000008B6,ui\halox\start_menu\panes\hq_service_record\insignia_spartan
0x000008B7,ui\halox\start_menu\panes\hq_service_record\insignia_officer
0x000008B8,ui\halox\start_menu\panes\hq_service_record\insignia_campaign
0x000008B9,ui\halox\pregame_lobby\line_ui
0x000008BB,ui\halox\common\common_bitmaps\emblems
0x000008BC,ui\halox\common\roster\exp_med_ui
0x000008BD,ui\halox\start_menu\panes\hq_service_record\font_number_hack_ui
0x000008BE,ui\halox\common\common_bitmaps\white_50
0x000008C1,ui\halox\spartan_program\insignias_ui
0x000008C2,ui\halox\pregame_lobby\difficulty_large_ui
0x000008C3,ui\halox\start_menu\panes\hq_service_record\list_slots_ui
0x000008CB,ui\halox\start_menu\panes\hq_service_record_file_share\meter_border_ui
0x000008CD,ui\halox\start_menu\panes\hq_service_record_file_share\empty_lg_ui
0x000008CE,ui\halox\pregame_lobby\selection\network
0x000008D1,ui\halox\start_menu\panes\hq_service_record_file_share\empty_sm_ui
0x000008D2,ui\halox\start_menu\panes\hq_service_record_file_share\bunpro_button_ui
0x000008D3,ui\halox\start_menu\panes\hq_service_record_file_share\empty_med_ui
0x000008DC,ui\halox\alert\toast_icons_ui
0x000008DE,ui\halox\start_menu\panes\hq_service_record_file_share\file_share_categories
0x000008E7,ui\halox\common\common_bitmaps\selection_bkd
0x000008F1,ui\halox\global_animations\animation_collections\standard_list_bitmaps
0x000008FF,ui\halox\start_menu\panes\settings_controls\sidebar_items
0x00000900,ui\halox\start_menu\panes\settings_controls\spinner_look_inversion
0x00000901,ui\halox\start_menu\panes\settings_controls\spinner_look_sensitivity
0x00000902,ui\halox\start_menu\panes\settings_controls\spinner_auto_look_center
0x00000903,ui\halox\start_menu\panes\settings_controls\spinner_crouch_lock
0x00000904,ui\halox\start_menu\panes\settings_controls\spinner_button_layout
0x00000905,ui\halox\start_menu\panes\settings_controls\spinner_joystick_layout
0x00000906,ui\halox\start_menu\sidebar_spinner
0x00000908,ui\halox\common\spinner_list\spinner_number
0x0000090C,ui\halox\common\spinner_list\spinner
0x0000091A,ui\halox\common\spinner_list\spinner_number
0x00000920,ui\halox\start_menu\panes\common\single_item_pane_list
0x00000922,ui\halox\start_menu\panes\settings_controls_thumbstick\thumbsticks_ui
0x00000924,ui\halox\start_menu\panes\common\single_item_pane_list
0x0000092B,ui\halox\start_menu\panes\settings_controls_button\buttons_ui
0x00000931,ui\halox\start_menu\panes\settings_appearance\sidebar_items
0x00000934,ui\halox\start_menu\common\player_model
0x00000937,ui\halox\start_menu\panes\settings_appearance_colors\colors
0x00000938,ui\halox\start_menu\panes\settings_appearance_colors\color_groups
0x00000959,ui\halox\start_menu\panes\settings_appearance_emblem\foreground_emblems
0x0000095A,ui\halox\start_menu\panes\settings_appearance_emblem\background_emblems
0x00000961,ui\halox\start_menu\panes\settings_appearance_emblem\emblem_foregrounds_ui
0x00000965,ui\halox\start_menu\panes\settings_appearance_emblem\emblem_backgrounds_ui
0x00000967,ui\halox\start_menu\panes\settings_appearance_model\sidebar_items
0x00000968,ui\halox\start_menu\panes\settings_appearance_model\spinner_model
0x0000096F,ui\halox\start_menu\panes\settings_voice\sidebar_items
0x00000970,ui\halox\start_menu\panes\settings_voice\spinner_voice_mute
0x00000971,ui\halox\start_menu\panes\settings_voice\spinner_voice_matchmaking
0x00000972,ui\halox\start_menu\panes\settings_voice\spinner_voice_proximity
0x00000973,ui\halox\start_menu\panes\settings_voice\spinner_voice_guide
0x00000975,ui\halox\start_menu\panes\settings_camera\sidebar_items
0x00000976,ui\halox\start_menu\panes\settings_camera\spinner_horizontal_inversion
0x00000977,ui\halox\start_menu\panes\settings_camera\spinner_panning
0x00000978,ui\halox\start_menu\panes\settings_camera\spinner_look_sensitivity
0x00000979,ui\halox\start_menu\panes\settings_camera\spinner_speed
0x0000097A,ui\halox\start_menu\panes\settings_camera\spinner_thrust
0x0000097C,ui\halox\start_menu\panes\settings_display\sidebar_items
0x0000097D,ui\halox\start_menu\panes\settings_display\spinner_display_subtitles
0x0000097F,ui\halox\start_menu\panes\settings_display\calibration_range_ui
0x00000981,ui\halox\start_menu\panes\settings_film_autosave\sidebar_items
0x00000982,ui\halox\start_menu\panes\settings_film_autosave\spinner_film_autosave_campaign
0x00000983,ui\halox\start_menu\panes\settings_film_autosave\spinner_film_autosave_multiplayer
0x00000984,ui\halox\start_menu\panes\settings_film_autosave\spinner_film_autosave_editor
0x00000985,ui\halox\e3\test
0x00000987,ui\halox\e3\press_a_ui
0x0000098A,ui\halox\alert\alert_nonblocking_constants
0x0000098B,ui\halox\alert\display_time
0x0000098D,ui\halox\matchmaking\outer_ring_ui
0x0000098F,ui\halox\matchmaking\middle_ring_ui
0x00000991,ui\halox\matchmaking\inner_ring_ui
0x0000099C,ui\halox\spartan_program\spartan_milestone_items
0x0000099D,ui\halox\spartan_program\spartan_alert_bkd
0x000009A1,ui\halox\common\roster\outer_ring_ui
0x000009A3,ui\halox\common\roster\middle_ring_ui
0x000009A8,ui\halox\spartan_program\spartan_rank_constants
0x000009AC,ui\halox\spartan_program\exp_lg_ui
0x000009B7,ui\halox\campaign\difficulty_ui
0x000009BC,ui\halox\campaign\locked_ui
0x000009BD,ui\halox\campaign\difficulty_slots_ui
0x000009C7,ui\halox\pregame_lobby\lobby_list_campaign
0x000009C8,ui\halox\pregame_lobby\pregame_lobby_constants
0x000009DC,ui\halox\common\blackness_ui
0x000009E5,ui\halox\common\roster\roster_unfocused_ui
0x000009E7,ui\halox\common\roster\roster_focused_ui
0x000009E8,ui\halox\common\roster\partybar_ui
0x000009F1,ui\halox\common\roster\ringspeak_ui
0x000009F2,ui\halox\common\roster\matchmaking
0x000009F5,ui\halox\common\roster\rank_tray_ui
0x000009F7,ui\halox\common\roster\roster_flashy_ui
0x000009F8,ui\halox\common\roster\blankcheck_ui
0x00000A17,ui\halox\common\common_bitmaps\black_10
0x00000A19,ui\halox\pregame_lobby\progress_ui
0x00000A27,ui\halox\pregame_lobby\lobby_list_matchmaking
0x00000A28,ui\halox\pregame_lobby\nightmap_background_ui
0x00000A29,ui\halox\pregame_lobby\lobby_list_multiplayer
0x00000A2A,ui\halox\pregame_lobby\gametypes_large_ui
0x00000A2B,ui\halox\pregame_lobby\lobby_list_mapeditor
0x00000A2C,ui\halox\pregame_lobby\lobby_list_theater
0x00000A2D,ui\halox\pregame_lobby\map_images\unknown_film_ui
0x00000A35,ui\halox\pregame_lobby\selection\films_ui
0x00000A36,ui\halox\pregame_lobby\matchmaking\ranked_or_social_ui
0x00000A44,ui\halox\pregame_lobby\maximum_party_size\maximum_party_size
0x00000A4E,ui\halox\pregame_lobby\maximum_party_size\disabledots_ui
0x00000A55,ui\halox\pregame_lobby\switch_lobby\lobbies
0x00000A66,ui\halox\common\player_select\player_select
0x00000A6D,ui\halox\scoreboard\scoreboard_ui
0x00000A70,ui\halox\postgame_lobby\constants
0x00000A82,ui\halox\game_details\options_list
0x00000A83,ui\halox\game_details\details_list
0x00000A84,ui\halox\game_details\connection_quality
0x00000A85,ui\halox\game_details\details_roster
0x00000A87,ui\halox\game_details\details_list
0x00000A88,ui\halox\game_details\details_roster
0x00000A89,ui\halox\global_animations\animation_collections\hidden
0x00000A8A,ui\halox\game_details\list_hilite_ui
0x00000A93,ui\halox\matchmaking\match_found_constants
0x00000A9B,ui\halox\matchmaking\searching_constants
0x00000A9D,ui\halox\matchmaking\state_plate_ui
0x00000A9F,ui\halox\matchmaking\pingpong_ui
0x00000AB5,ui\halox\common\common_bitmaps\third_column_short
0x00000AC4,ui\halox\carnage_report\page
0x00000AC5,ui\halox\carnage_report\page_columns
0x00000AC8,ui\halox\carnage_report\carnage_report_ui
0x00000ACD,ui\halox\carnage_report\medals_lg_ui
0x00000AD0,ui\halox\carnage_report\weapon_scematics
0x00000AD1,ui\halox\carnage_report\medals_bkd_ui
0x00000AD3,ui\halox\carnage_report\medals_med_ui
0x00000AD6,ui\halox\pregame_lobby\advanced_screen\search_preference
0x00000AD8,ui\halox\pregame_lobby\advanced_screen\warthog_01_ui
0x00000AE3,ui\halox\campaign\campaign_settings
0x00000AE4,ui\halox\campaign\campaign_settings_spinner
0x00000AE8,ui\halox\campaign\skulls_lg_ui
0x00000AE9,ui\halox\campaign\secondary_skulls_lg_ui
0x00000AEE,ui\halox\campaign\skulls_med_ui
0x00000AF2,ui\halox\campaign\glowin_red_eyes_ui
0x00000AF5,ui\halox\campaign\secondary_skulls_med_ui
0x00000AF8,ui\global_strings\global_strings
0x00000AF9,sound\music\halof2p\menu\menu
0x00000AFA,ui\default_sounds
0x00000AFB,ui\global_datasources\game_variant
0x00000AFC,ui\global_datasources\player_rank
0x00000AFD,sound\game_sfx\ui\error
0x00000AFE,sound\game_sfx\ui\button_based_ui_sounds\cursor_horzontal
0x00000AFF,sound\game_sfx\ui\button_based_ui_sounds\cursor_vertical
0x00000B00,sound\game_sfx\ui\button_based_ui_sounds\a_button
0x00000B01,sound\game_sfx\ui\button_based_ui_sounds\b_button
0x00000B02,sound\game_sfx\ui\button_based_ui_sounds\x_button
0x00000B03,sound\game_sfx\ui\button_based_ui_sounds\start_button
0x00000B04,sound\game_sfx\ui\back1
0x00000B05,sound\game_sfx\ui\button_based_ui_sounds\bumpers\left_bumper
0x00000B06,sound\game_sfx\ui\button_based_ui_sounds\bumpers\right_bumper
0x00000B07,sound\game_sfx\multiplayer\player_timer_beep
0x00000B08,sound\game_sfx\multiplayer\player_respawn
0x00000B09,sound\game_sfx\ui\transition_beeps
0x00000B0A,sound\game_sfx\multiplayer\pickup_health
0x00000B0B,sound\game_sfx\ui\button_based_ui_sounds\rank_up
0x00000B0C,sound\game_sfx\ui\button_based_ui_sounds\party_up
0x00000B0F,multiplayer\game_variant_settings\slayer\slayer
0x00000B10,multiplayer\game_variant_settings\global_options\map_overrides
0x00000B11,multiplayer\game_variant_settings\global_options\global_options
0x00000B13,multiplayer\game_variant_settings\respawn_options\respawn_time
0x00000B14,multiplayer\game_variant_settings\sandbox\editor_traits
0x00000B15,multiplayer\game_variant_settings\player_traits_template\player_traits_template
0x00000B18,multiplayer\game_variant_settings\assault\assault
0x00000B2C,multiplayer\game_variant_settings\slayer\slayer_advanced_scoring
0x00000B3B,multiplayer\game_variant_settings\player_traits_template\traits_shields
0x00000B3D,multiplayer\game_variant_settings\player_traits_template\traits_movement
0x00000B3E,multiplayer\game_variant_settings\player_traits_template\traits_sensors
0x00000B3F,multiplayer\game_variant_settings\player_traits_template\traits_appearance
0x00000B54,multiplayer\game_variant_settings\map_overrides\traits_weapons_initial_primary
0x00000B55,multiplayer\game_variant_settings\map_overrides\traits_weapons_initial_secondary
0x00000B56,multiplayer\game_variant_settings\map_overrides\weapon_set
0x00000B57,multiplayer\game_variant_settings\map_overrides\grenades_on_map
0x00000B58,multiplayer\game_variant_settings\map_overrides\vehicle_set
0x00000B59,multiplayer\game_variant_settings\map_overrides\indestructible_vehicles
0x00000B5A,multiplayer\game_variant_settings\map_overrides\map_overrides_powerup_traits_yellow
0x00000B5C,multiplayer\game_variant_settings\player_traits_template\traits_weapons_dynamic
0x00000B5D,multiplayer\game_variant_settings\global_options\round_limit
0x00000B5E,multiplayer\game_variant_settings\global_options\round_time_limit
0x00000B5F,multiplayer\game_variant_settings\global_options\respawn_options
0x00000B60,multiplayer\game_variant_settings\social_options\team_changing
0x00000B61,multiplayer\game_variant_settings\social_options\friendly_fire
